id,name,count,scene,modality,steps,steps_CN,actors_num,seat,tags,items,items_untrack,capture_mode,hints,hints_CN,source,desc
20260311000069 ,Self_motion-burrow,1,MWV,,"1. Burrow forward by pressing your forearms into the floor and making short digging-like pulls that drag your body ahead, repeatedly.

2. Burrow forward on your knees and forearms, alternately “scooping” your arms and pushing with your knees to force ahead, repeatedly.

3. Burrow forward while keeping your head and shoulders very low, driving ahead with compact, tunnel-like shoves, repeatedly.

4. Burrow forward by twisting your torso as you pull with one forearm and then the other, as if working through something dense, repeatedly.

5. Burrow in place by making alternating digging-like arm strokes against the floor and shifting your knees to creep forward and back, repeatedly.

6. Shuttle between A and D by burrowing low on forearms and knees and turning around at each end, repeatedly.

7. Burrow a figure-eight around center, keeping your torso close to the floor and using short “digging” pulls to progress, repeatedly.

8. Shuttle between B and C by burrowing forward with compact, forceful knee pushes and forearm pulls, repeatedly.

9. Burrow forward while your elbows stay bent and close, so you advance with short, powerful drags along the floor, repeatedly.

10. Burrow forward with your body curled slightly, using repeated shoulder-and-forearm drives that look like digging into a surface, repeatedly.","1. 像“打洞”一样往前钻：前臂压地做短促的挖掘式回拉，把身体拖向前，重复执行。
参考画面：打洞前进

2. 用膝盖和前臂往前钻，手臂交替做“舀/挖”式动作，膝盖同时往前顶推，重复执行。
参考画面：打洞前进

3. 往前钻时头和肩压得很低，用紧凑、像在洞里顶进的短推来前进，重复执行。
参考画面：打洞前进

4. 往前钻时躯干带扭转，一侧前臂拉一下再换另一侧拉一下，像在挤过很密的东西，重复执行。
参考画面：打洞前进

5. 原地做“打洞”动作：手臂交替做挖掘式划拉，同时挪动膝盖让身体前后小幅爬动，重复执行。
参考画面：原地打洞

6. 从 A 到 D 用前臂和膝盖贴地往前钻，到端点就转身往回，重复执行。
参考画面：打洞折返

7. 绕中心用“打洞”式前进画“8”字，躯干贴近地面，用短促的挖掘式回拉推进，重复执行。
参考画面：8字打洞

8. 从 B 到 C 用“打洞”式折返：膝盖紧凑有力地顶推，前臂用力回拉前进，重复执行。
参考画面：打洞折返

9. 往前钻时手肘始终弯曲并夹紧，用短而有力的贴地拖拽来前进，重复执行。
参考画面：打洞前进

10. 身体微微蜷起往前钻，肩和前臂反复发力推进，动作像在地面上挖掘，重复执行。
参考画面：打洞前进",,,,,,Optical_Capture,Each task must be performed for a full minute.|Please assume the T-pose when starting and finishing each task.,每条任务需要执行满一分钟。|每条任务开始和结束时请摆 T pose。,NR,
20260311000070 ,Self_motion-scramble,10,MWV,,"1. Scramble forward in a hurry on hands and feet, letting your hands slap down for balance as you surge ahead, repeatedly.

2. Scramble forward low to the ground with quick, uneven steps, using your hands to steady yourself as needed, repeatedly.

3. Scramble backward on hands and feet, moving fast while keeping your hips low, repeatedly.

4. Scramble forward and make sharp turns by planting a hand on the floor to pivot your body around, repeatedly.

5. Scramble in a broad circle, staying in a low crouch and touching a hand to the ground whenever you change direction, repeatedly.

6. Shuttle between A and B by scrambling quickly on hands and feet and turning around at each end, repeatedly.

7. Scramble a figure-eight around center, moving hurriedly and using your hands on the floor to stabilize the tight turns, repeatedly.

8. Side-step along the edge from B to C in a hurried shuffle, occasionally tapping a hand to the floor for balance, repeatedly.

9. Shuttle between C and D by scrambling low and fast, briefly dropping both hands to the floor during each change of direction, repeatedly.

10. Scramble forward in short bursts, dropping your hands to the floor at the start of each burst like a quick climb over low ground, repeatedly.","1. 手脚并用快速往前窜，手掌拍地借力保持平衡，重复执行。
参考画面：手脚并用

2. 贴地低位快速乱步往前窜，需要时用手撑地稳住身体，重复执行。
参考画面：手脚并用

3. 手脚并用快速往后窜，胯部压低，重复执行。
参考画面：手脚并用

4. 手脚并用往前窜，急转弯时一只手撑地做支点把身体甩过去，重复执行。
参考画面：撑手急转

5. 低位蹲着手脚并用绕大圈移动，每次变向都用一只手点地稳住，重复执行。
参考画面：手脚并用

6. 从 A 到 B 手脚并用快速折返，到端点就转身往回，重复执行。
参考画面：手脚并用

7. 绕中心手脚并用跑“8”字，动作急，转弯紧时用手撑地稳住，重复执行。
参考画面：8字窜动

8. 沿边从 B 侧移到 C，快速小碎步横移，偶尔用手点地保持平衡，重复执行。
参考画面：侧移小碎步

9. 从 C 到 D 低位快速折返，每次变向时短暂双手同时落地撑一下，重复执行。
参考画面：低位折返

10. 往前短促冲刺式窜动，每次起冲时双手先落地一下，像快速翻越低矮地面那样，重复执行。
参考画面：短冲窜动",,,,,,Optical_Capture,Each task must be performed for a full minute.|Please assume the T-pose when starting and finishing each task.,每条任务需要执行满一分钟。|每条任务开始和结束时请摆 T pose。,NR,
20260311000071 ,Change_posture-lie_down,1,MWV,,"1. Lower yourself all the way down onto the floor until your body is fully horizontal on your back, then come back up to standing, repeatedly.

2. Bend down, bring your hands to the floor, and smoothly lie down onto your stomach so your whole front is supported by the floor, then get back up, repeatedly.

3. Drop to both knees, tip onto one hip, and lie down fully on your side on the floor, then rise back up, repeatedly.

4. From a squat, ease down until your back and shoulders reach the floor and you are lying flat, then return to standing, repeatedly.

5. Lower down to the floor and lie down with your knees bent and feet on the floor, then sit up and stand, repeatedly.

6. Slide one hand along the floor as you descend and lie down fully on the floor, then push up to standing again, repeatedly.

7. Walk a figure-eight around center, and at a natural point in the path lower yourself to the floor to lie down flat, then get back up and continue, repeatedly.

8. Shuttle between A and B, and whenever you arrive, lie down fully on the floor before getting up to head back, repeatedly.

9. Side-step along the edge from A to B, and at a moment you choose, lower down and lie down fully on the floor, then get up and continue side-stepping, repeatedly.

10. Walk backward from A to B, and near the end lower yourself to the floor until you are lying flat, then get back up and continue, repeatedly.","1. 慢慢下到地面，仰躺到身体完全平躺，再起身站起来，重复执行。
参考画面：仰卧起身

2. 弯腰把手撑到地上，顺势平稳趴下，让整个身体正面贴地支撑；再起身，重复执行。
参考画面：俯卧起身

3. 双膝跪地，身体倒向一侧髋部，侧躺到地面完全躺平；再起身，重复执行。
参考画面：侧卧起身

4. 从下蹲开始，慢慢往下放，直到背和肩碰到地面、仰躺平躺；再站起来，重复执行。
参考画面：仰卧起身

5. 下到地面仰躺，膝盖弯曲、脚踩地；再坐起并站起来，重复执行。
参考画面：仰卧起身

6. 下落时一只手沿地面滑着支撑，直到身体完全躺到地上；再撑起站起来，重复执行。
参考画面：侧撑躺下

7. 绕中心走“8”字路线，走到路径中自然的时机下到地面平躺；再起身继续走，重复执行。
参考画面：仰卧起身

8. 在 A 和 B 之间往返走，每次到达时先完全躺到地面，再起身往回走，重复执行。
参考画面：仰卧起身

9. 沿边从 A 侧步到 B，自己选一个时机下到地面完全躺平；再起身继续侧步，重复执行。
参考画面：仰卧起身

10. 从 A 倒走到 B，接近终点时下到地面直到平躺；再起身继续，重复执行。
参考画面：仰卧起身",,,,,,Optical_Capture,Each task must be performed for a full minute.|Please assume the T-pose when starting and finishing each task.,每条任务需要执行满一分钟。|每条任务开始和结束时请摆 T pose。,NR,
20260311000072 ,Change_posture-sprawl,1,MWV,,"1. Lower yourself to the floor and sprawl in an ungainly way with your limbs spread out wide on the ground, then gather in and stand up again, repeatedly.

2. Let yourself drop down to a seated position and then slump into a floor sprawl with legs and arms spread, then pull yourself back up, repeatedly.

3. From standing, sink down and let your body fall onto the floor in a controlled way, landing in a messy sprawl with limbs splayed, then rise, repeatedly.

4. Drop to both knees and tip forward until you end up sprawled on the floor with your arms and legs spread out, then get back up, repeatedly.

5. Lower onto your side and roll onto the floor into a loose, ungainly sprawl with limbs spread, then recover to standing, repeatedly.

6. Sit down onto the floor and immediately let yourself spill outward into a wide sprawl, then tuck back in and stand, repeatedly.

7. Walk a figure-eight around center, and each time you pass the middle, drop down into a splayed-out sprawl on the floor before getting up and continuing, repeatedly.

8. Shuttle between A and B, and at one end drop down into an ungainly sprawl on the floor with limbs spread before standing to head back, repeatedly.

9. Side-step along the edge from A to B, then sink down and sprawl on the floor with your limbs splayed before getting up to continue, repeatedly.

10. Walk backward from A to B, then lower down and end in a loose sprawl on the floor with arms and legs spread out, then stand and continue, repeatedly.","1. 下到地面，四肢大幅张开摊在地上（动作笨拙随意）；再收拢起身站起，重复执行。
参考画面：大字摊

2. 直接落坐到地上，然后身体塌下去摊开成“大字”状（手脚张开）；再把身体拉起，重复执行。
参考画面：大字摊

3. 从站立开始下沉，控制着让身体倒到地上，落地时四肢散开、姿势凌乱地摊开；再起身，重复执行。
参考画面：大字摊

4. 双膝跪地，身体向前倾直到摊在地上，手脚张开；再起身，重复执行。
参考画面：大字摊

5. 侧身下到地面并滚到地上，变成松散笨拙的摊开姿势（四肢张开）；再恢复站立，重复执行。
参考画面：大字摊

6. 坐到地上后立刻向外“散开”成大幅摊开姿势；再收拢起身站起，重复执行。
参考画面：大字摊

7. 绕中心走“8”字路线，每次经过中间时就下去摊开成手脚张开的姿势；再起身继续走，重复执行。
参考画面：大字摊

8. 在 A 和 B 之间往返，在其中一端下去摊开成笨拙的手脚张开姿势；再站起往回走，重复执行。
参考画面：大字摊

9. 沿边从 A 侧步到 B，然后下沉摊到地上，四肢张开；再起身继续，重复执行。
参考画面：大字摊

10. 从 A 倒走到 B，然后下到地面，最后变成松散的摊开姿势（手脚张开）；再站起继续，重复执行。
参考画面：大字摊",,,,,,Optical_Capture,Each task must be performed for a full minute.|Please assume the T-pose when starting and finishing each task.,每条任务需要执行满一分钟。|每条任务开始和结束时请摆 T pose。,NR,
20260311000073 ,Change_posture-sprawl_out,10,MWV,,"1. Lower yourself to the floor and sprawl out with your arms and legs stretched far apart on the ground, then pull back in and stand up, repeatedly.

2. Drop down onto the floor and immediately sprawl out into a wide, awkward spread of limbs, then get back up, repeatedly.

3. From a squat, let yourself sink to the floor and sprawl out flat with your limbs spread, then rise to standing again, repeatedly.

4. Come down onto your knees and hands and then slide out into a full sprawl-out position on the floor with arms and legs spread, then stand back up, repeatedly.

5. Lower down onto your back and let your arms and legs drift outward until you are sprawled out on the floor, then gather in and get up, repeatedly.

6. Sit down on the floor and tip over into a sprawled-out position with limbs extended wide, then return to standing, repeatedly.

7. Walk a figure-eight around center, and at a natural moment drop down and sprawl out wide on the floor before getting up and continuing, repeatedly.

8. Shuttle between A and B, and at one end sprawl out flat on the floor with your arms and legs spread before getting up to go back, repeatedly.

9. Side-step along the edge from A to B, then drop down and sprawl out wide on the floor, then stand and continue side-stepping, repeatedly.

10. Walk backward from A to B, then lower down to the floor and sprawl out with limbs spread before standing and continuing, repeatedly.","1. 下到地面，手脚尽量伸开、拉得很远地摊在地上；再收回起身站起，重复执行。
参考画面：大字摊

2. 直接下到地面，立刻大幅摊开成别扭的四肢张开姿势；再起身，重复执行。
参考画面：大字摊

3. 从小蹲开始下沉到地面，平摊开来、四肢张开；再起身站直，重复执行。
参考画面：大字摊

4. 先手脚着地（双手双膝），再向外滑出去变成完全摊开姿势（手脚张开）；再站起来，重复执行。
参考画面：大字摊

5. 仰躺到地面，让手脚慢慢向外散开直到摊开在地上；再收拢起身，重复执行。
参考画面：大字摊

6. 坐到地上，身体侧倒成四肢大幅伸开的摊开姿势；再回到站立，重复执行。
参考画面：大字摊

7. 绕中心走“8”字路线，在自然的时机下去大幅摊开在地上；再起身继续，重复执行。
参考画面：大字摊

8. 在 A 和 B 之间往返，在其中一端平摊到地上，手脚张开；再起身往回走，重复执行。
参考画面：大字摊

9. 沿边从 A 侧步到 B，然后下去大幅摊开在地上；再站起继续侧步，重复执行。
参考画面：大字摊

10. 从 A 倒走到 B，然后下到地面摊开，四肢张开；再站起继续，重复执行。
参考画面：大字摊",,,,,,Optical_Capture,Each task must be performed for a full minute.|Please assume the T-pose when starting and finishing each task.,每条任务需要执行满一分钟。|每条任务开始和结束时请摆 T pose。,NR,
20260311000074 ,Change_posture-kneel_down,1,MWV,,"1. Lower yourself until both knees come to rest on the floor, then come back up to standing, repeatedly.

2. Step forward and gently drop down to both knees on the floor, then rise back up, repeatedly.

3. Bend down, touch the floor with your hands for support, and kneel down until both knees are on the ground, then stand back up, repeatedly.

4. Lower to one knee and then bring the other knee down so you end resting on both knees on the floor, then return to standing, repeatedly.

5. From a small squat, sink down and settle onto both knees on the floor, then rise, repeatedly.

6. Turn your body slightly and kneel down onto the floor so your knees take your weight, then stand back up, repeatedly.

7. Walk a figure-eight around center, and at a natural point kneel down so both knees touch the floor, then stand and continue, repeatedly.

8. Shuttle between A and B, and whenever you arrive, kneel down onto both knees on the floor before standing to head back, repeatedly.

9. Side-step along the edge from A to B, then kneel down onto both knees on the floor and stand to continue, repeatedly.

10. Walk backward from A to B, then kneel down until both knees rest on the floor, then stand and continue, repeatedly.","1. 下沉直到双膝落地；再起身站直，重复执行。
参考画面：双膝跪起

2. 向前迈一步，轻轻落到双膝跪地；再起身，重复执行。
参考画面：双膝跪起

3. 弯腰用手撑地借力，跪下直到双膝着地；再站起来，重复执行。
参考画面：双膝跪起

4. 先单膝跪地，再把另一膝也放下，变成双膝跪地；再站起来，重复执行。
参考画面：双膝跪起

5. 从小蹲开始下沉，落到双膝跪地；再起身，重复执行。
参考画面：双膝跪起

6. 身体稍微转一点角度，跪下让膝盖承重；再站起来，重复执行。
参考画面：双膝跪起

7. 绕中心走“8”字路线，在自然的点位双膝跪地让两膝碰地；再站起继续，重复执行。
参考画面：双膝跪起

8. 在 A 和 B 之间往返，每次到达时先双膝跪地；再站起往回走，重复执行。
参考画面：双膝跪起

9. 沿边从 A 侧步到 B，然后双膝跪地；再站起继续，重复执行。
参考画面：双膝跪起

10. 从 A 倒走到 B，然后跪下直到双膝落地；再站起继续，重复执行。
参考画面：双膝跪起",,,,,,Optical_Capture,Each task must be performed for a full minute.|Please assume the T-pose when starting and finishing each task.,每条任务需要执行满一分钟。|每条任务开始和结束时请摆 T pose。,NR,
20260311000075 ,Change_posture-kneel_up,1,MWV,,"1. Sit on the floor, then kneel up so you come to rest on both knees, then sit back down, repeatedly.

2. Lie on your back on the floor, then kneel up until you are upright on both knees, then return to lying, repeatedly.

3. Lie on your stomach on the floor, then push yourself up to kneel up on both knees, then lower back down, repeatedly.

4. Sit leaning slightly back on the floor, then kneel up into an upright kneeling position on both knees, then sit back down, repeatedly.

5. From lying on your side on the floor, roll and kneel up until both knees are under you, then return to the floor, repeatedly.

6. Sit on the floor with your hands briefly bracing on the ground, then kneel up to rest on both knees, then sit again, repeatedly.

7. Walk a figure-eight around center, then drop to a seated position and kneel up onto both knees before standing to continue, repeatedly.

8. Shuttle between A and B, and at one end sit down on the floor and kneel up onto both knees before getting up to go back, repeatedly.

9. Side-step along the edge from A to B, then sit down and kneel up onto both knees before standing to continue, repeatedly.

10. Walk backward from A to B, then lower to the floor into a seated position and kneel up onto both knees before standing to continue, repeatedly.","1. 先坐在地上，再起到双膝跪姿；再坐回地上，重复执行。
参考画面：跪坐起落

2. 地上仰躺，然后起到双膝跪直；再躺回去，重复执行。
参考画面：跪坐起落

3. 地上俯卧，然后撑起到双膝跪姿；再放下趴回去，重复执行。
参考画面：跪坐起落

4. 坐在地上身体稍微后仰，然后起到双膝跪直；再坐回去，重复执行。
参考画面：跪坐起落

5. 从地上侧躺开始，翻身起到双膝在身下的跪姿；再回到地面，重复执行。
参考画面：跪坐起落

6. 坐在地上，双手短暂撑地；再起到双膝跪姿；再坐下，重复执行。
参考画面：跪坐起落

7. 绕中心走“8”字路线，然后落坐到地上，再起到双膝跪姿，接着站起继续走，重复执行。
参考画面：跪坐起落

8. 在 A 和 B 之间往返，在其中一端坐到地上，再起到双膝跪姿，然后站起往回走，重复执行。
参考画面：跪坐起落

9. 沿边从 A 侧步到 B，然后坐下，再起到双膝跪姿，再站起继续，重复执行。
参考画面：跪坐起落

10. 从 A 倒走到 B，然后下到地面坐下，再起到双膝跪姿，再站起继续，重复执行。
参考画面：跪坐起落",,,,,,Optical_Capture,Each task must be performed for a full minute.|Please assume the T-pose when starting and finishing each task.,每条任务需要执行满一分钟。|每条任务开始和结束时请摆 T pose。,NR,
20260311000076 ,Change_posture-squat_down,10,MWV,,"1. From an upright stance, squat down until your knees are deeply bent and your heels come close to your thighs, then stand back up, repeatedly.

2. Squat down onto the balls of your feet so your heels lift, letting your hips drop low toward your heels, then rise back up, repeatedly.

3. Squat down very low and place both palms on the floor between your feet, then lift your hands and stand back up, repeatedly.

4. Squat down until your thighs press close to your calves, briefly touch one knee to the floor, then stand back up, repeatedly.

5. Drop into a deep squat and let your hands rest on the floor just in front of your feet, then push back up to standing, repeatedly.

6. Squat down low as if sitting on your heels, keeping your feet flat and letting your hips sink, then return to standing, repeatedly.

7. Side-step from A to B while staying in a low squat with bent knees, letting one hand tap the floor every few steps, repeatedly.

8. Shuttle between A and B by squat-walking low, keeping your knees bent and your hips close to your heels, repeatedly.

9. Walk a figure-eight around center and drop into a deep squat at each crossover point, briefly brushing both palms to the floor before rising, repeatedly.

10. Walk backward from A to B and sink into a deep squat every few steps, letting your heels come close to your thighs before standing back up, repeatedly.","1. 站立开始深蹲，膝盖大幅弯曲，脚跟尽量靠近大腿；再站起，重复执行。
参考画面：深蹲起

2. 踮脚深蹲，脚跟抬起，臀部下沉靠近脚跟；再起身，重复执行。
参考画面：踮脚深蹲

3. 深蹲到很低，双手掌放在两脚之间的地面；再抬手站起，重复执行。
参考画面：摸地深蹲

4. 深蹲到大腿贴近小腿，短暂让一侧膝盖点一下地；再站起，重复执行。
参考画面：点膝深蹲

5. 下到深蹲，双手放在脚前方的地面上支撑；再撑起站直，重复执行。
参考画面：撑地深蹲

6. 脚掌踩平，像坐到脚跟上一样深蹲让臀部下沉；再站起，重复执行。
参考画面：坐跟深蹲

7. 从 A 低位深蹲侧步到 B，膝盖一直弯着；每走几步用一只手点一下地面，重复执行。
参考画面：螃蟹蹲走

8. 在 A 和 B 之间低位蹲走往返，膝盖保持弯曲，臀部尽量靠近脚跟，重复执行。
参考画面：螃蟹蹲走

9. 绕中心走“8”字路线，每次交叉点都下到深蹲，双手掌轻刷一下地面后再起身，重复执行。
参考画面：摸地深蹲

10. 从 A 倒走到 B，每走几步就下到深蹲，让脚跟尽量靠近大腿后再站起，重复执行。
参考画面：深蹲起",,,,,,Optical_Capture,Each task must be performed for a full minute.|Please assume the T-pose when starting and finishing each task.,每条任务需要执行满一分钟。|每条任务开始和结束时请摆 T pose。,NR,
20260311000077 ,Change_posture-crouch_down,1,MWV,,"1. From standing, crouch down by bending your knees and bringing your upper body forward and down, then stand back up, repeatedly.

2. Crouch down until your chest comes closer to your knees and your hands touch the floor in front of you, then rise back to standing, repeatedly.

3. Crouch down and bring one knee close to the floor while your upper body folds forward, then return to standing, repeatedly.

4. Crouch down and place both palms flat on the floor, shifting your weight forward and back while staying low, repeatedly.

5. Crouch down and touch both forearms lightly to the floor, then push back up to standing, repeatedly.

6. Crouch down into a compact position with bent knees and your upper body forward, then rise halfway and crouch down again, repeatedly.

7. Side-step from A to B while staying in a crouch with your upper body forward, letting your hand skim the floor now and then, repeatedly.

8. Shuttle between A and B with a low crouch-walk, keeping your knees bent and your upper body tipped forward and down, repeatedly.

9. Walk a figure-eight around center and crouch down at each turn, tapping the floor with both palms before moving on, repeatedly.

10. Walk backward from A to B and drop into a forward-leaning crouch whenever you feel stable, then stand back up and continue, repeatedly.","1. 站立开始屈膝下蹲，上身向前下方收；再站起，重复执行。
参考画面：抱膝缩身

2. 下蹲到胸口更靠近膝盖，双手摸到身前地面；再站起，重复执行。
参考画面：摸地缩身

3. 下蹲并上身前折，让一侧膝盖靠近地面；再站起，重复执行。
参考画面：单膝贴地

4. 下蹲并双手掌贴地，保持低位，重心前后移动，重复执行。
参考画面：撑地低蹲

5. 下蹲并让两前臂轻轻碰一下地面；再撑起站直，重复执行。
参考画面：前臂点地

6. 下蹲缩成紧凑姿势（屈膝、上身前倾），然后起到半高再蹲回去，重复执行。
参考画面：半起半蹲

7. 从 A 到 B 侧步，保持低位前倾的蹲姿，手不时贴着地面掠过，重复执行。
参考画面：螃蟹蹲走

8. 在 A 和 B 之间低位蹲走往返，膝盖弯曲，上身前倾向下，重复执行。
参考画面：螃蟹蹲走

9. 绕中心走“8”字路线，每次转弯都下蹲，双手掌点一下地面再走，重复执行。
参考画面：摸地低蹲

10. 从 A 倒走到 B，觉得稳的时候就下到前倾的低蹲；再站起继续，重复执行。
参考画面：抱膝缩身",,,,,,Optical_Capture,Each task must be performed for a full minute.|Please assume the T-pose when starting and finishing each task.,每条任务需要执行满一分钟。|每条任务开始和结束时请摆 T pose。,NR,
20260311000078 ,Change_posture-hunch_up,1,MWV,,"1. From standing, hunch up by raising your shoulders and bending your upper body forward, then return to an upright stance, repeatedly.

2. Sit down on the floor with your knees bent and feet on the floor, then hunch up by rounding forward with raised shoulders, repeatedly.

3. Drop into a low squat and hunch up as small as you can with your shoulders lifted, then open back up to a taller stance, repeatedly.

4. Kneel down so both knees touch the floor, then hunch up with your shoulders raised and your upper body curled forward, repeatedly.

5. Sit on the floor and pull your knees close, wrapping your arms around your lower legs as you hunch up with raised shoulders, repeatedly.

6. Hunch up in standing with your shoulders lifted, then fold further until your hands touch the floor, and come back up to standing, repeatedly.

7. Side-step from A to B while staying hunched up with raised shoulders and a rounded upper body, repeatedly.

8. Shuttle between A and B while keeping a hunched-up posture, dipping down so one hand briefly touches the floor on each pass, repeatedly.

9. Walk a figure-eight around center while hunched up, and at each crossover sink low enough to tap the floor with both palms, repeatedly.

10. Walk backward from A to B in a hunched-up posture with raised shoulders, occasionally curling down until your hands reach the floor, repeatedly.","1. 站立时耸肩含胸，上身向前弓起；再回到直立，重复执行。
参考画面：耸肩含胸

2. 坐在地上，膝盖弯曲脚踩地；然后耸肩含胸、上身前圆，重复执行。
参考画面：耸肩含胸

3. 下到低位深蹲，耸肩含胸尽量缩小；再打开身体站得更高些，重复执行。
参考画面：缩成一团

4. 双膝跪地，然后耸肩含胸、上身向前蜷起，重复执行。
参考画面：耸肩含胸

5. 坐地把膝盖抱近，双臂环抱小腿，同时耸肩含胸蜷起来，重复执行。
参考画面：缩成一团

6. 站立耸肩含胸，然后继续前折直到双手摸到地面；再站起，重复执行。
参考画面：耸肩含胸

7. 从 A 到 B 侧步移动，全程保持耸肩含胸、上身圆背，重复执行。
参考画面：耸肩含胸

8. 在 A 和 B 之间往返，保持耸肩含胸；每次经过时下沉一下，让一只手短暂摸到地面，重复执行。
参考画面：耸肩含胸

9. 绕中心走“8”字路线，全程耸肩含胸；每次交叉点下沉到能用双手掌点地，重复执行。
参考画面：耸肩含胸

10. 从 A 倒走到 B，保持耸肩含胸；偶尔蜷下去直到双手够到地面，重复执行。
参考画面：耸肩含胸",,,,,,Optical_Capture,Each task must be performed for a full minute.|Please assume the T-pose when starting and finishing each task.,每条任务需要执行满一分钟。|每条任务开始和结束时请摆 T pose。,NR,
20260311000079 ,Body_movement-roll,2,MWV,,"1. Lie on your back and do a slow log roll onto your stomach, then roll back onto your back, repeatedly.


2. Lie on your side with your arms stacked and roll your whole body over as one unit, repeatedly.


3. Lie on your back with knees bent and let your knees drop to one side so your hips and torso roll with them, then let them drop to the other side, repeatedly.


4. Lie face down with your arms close to your sides and roll onto your back and back to face down without pushing off the floor with your hands, repeatedly.


5. Sit down, lower onto your back, and roll your body to one side until you come back up to sitting, repeatedly.


6. Lie on your back and roll your shoulders and hips together so your body rotates like a log with minimal bending, repeatedly.


7. Shuttle between A and B by log-rolling on the floor, keeping your body straight as you rotate, repeatedly.


8. Shuttle between B and C by rolling on the ground as one unit, repeatedly.


9. Log-roll on the floor in a figure-eight around center, repeatedly.


10. Shuttle between C and D by rolling on the ground and changing direction only when you reach each corner, repeatedly.","1. 仰卧，慢慢像“木头滚”一样翻身滚到俯卧，再滚回仰卧，重复执行。
参考画面：木头滚

2. 侧卧，双臂上下叠放，身体保持一体一起翻滚过去，重复执行。
参考画面：木头滚

3. 仰卧屈膝，让双膝倒向一侧，带着髋部和躯干一起滚过去；再让双膝倒向另一侧，重复执行。
参考画面：雨刷摆腿

4. 俯卧，双臂贴近身体两侧，不用手撑地发力，滚到仰卧再滚回俯卧，重复执行。
参考画面：木头滚

5. 坐下，躺到仰卧，然后把身体滚向一侧直到回到坐姿，重复执行。
参考画面：侧滚起身

6. 仰卧，肩和髋一起带动翻滚，让身体像“木头滚”一样旋转、尽量少弯曲，重复执行。
参考画面：木头滚

7. 在地上用“木头滚”在 A 和 B 之间往返，身体保持笔直边转边滚，重复执行。
参考画面：木头滚

8. 在地上身体保持一体翻滚，在 B 和 C 之间往返，重复执行。
参考画面：木头滚

9. 在地上做“木头滚”，绕着中心走“8”字路线翻滚，重复执行。
参考画面：木头滚

10. 在地上翻滚在 C 和 D 之间往返，只到每个角点时才换方向，重复执行。
参考画面：木头滚",,,,,,Optical_Capture,Each task must be performed for a full minute.|Please assume the T-pose when starting and finishing each task.,每条任务需要执行满一分钟。|每条任务开始和结束时请摆 T pose。,NR,
